ticker,period,Ativo circulante,Ativo total,Passivo circulante,Passivo não circulante,Passivo total,Patrimônio líquido,EBIT,Lucro bruto,Lucro líquido,Receita líquida,Resultado financeiro,Resultado operacional
AFLT3,2T2017,"50,53 M","57,80 M","2,52 M","7,43 M","57,80 M","47,85 M","1,97 M","2,31 M","1,86 M","4,47 M","475,00 Mil",--
AFLT3,2T2018,"54,54 M","56,76 M","2,63 M","7,45 M","56,76 M","46,67 M","5,22 M","5,77 M","5,13 M","8,17 M","306,00 Mil",--
AFLT3,2T2019,"65,24 M","218,33 M","2,51 M","7,59 M","218,33 M","208,22 M","5,99 M","6,18 M","6,03 M","8,60 M","538,00 Mil",--
AFLT3,2T2020,"87,77 M","236,71 M","4,24 M","7,14 M","236,71 M","225,32 M","5,10 M","5,97 M","5,06 M","8,33 M","397,00 Mil",--
AFLT3,2T2021,"38,97 M","189,32 M","4,74 M","12,84 M","189,32 M","171,74 M","6,14 M","7,53 M","5,93 M","9,27 M","242,00 Mil",--
AFLT3,2T2022,"73,86 M","305,27 M","24,60 M","19,18 M","305,27 M","261,49 M","20,86 M","22,12 M","20,17 M","30,85 M","599,00 Mil",--
AFLT3,2T2023,"72,80 M","306,60 M","36,39 M","20,20 M","306,60 M","250,01 M","7,70 M","9,19 M","6,96 M","23,08 M","179,00 Mil",--
AFLT3,2T2024,"81,12 M","309,59 M","53,53 M","14,67 M","309,59 M","241,40 M","9,78 M","10,78 M","9,47 M","16,49 M","421,00 Mil",--
AFLT3,2T2025,"86,28 M","353,12 M","38,50 M","74,10 M","353,12 M","240,52 M","7,36 M","8,50 M","4,95 M","10,80 M","-396,00 Mil",--
AFLT3,3T2011,"67,96 M","86,45 M","2,06 M","4,21 M","86,45 M","80,19 M","4,72 M","4,89 M","4,95 M","5,99 M","831,00 Mil",--
AFLT3,3T2012,"71,30 M","86,75 M","2,67 M","3,69 M","86,75 M","80,40 M","4,60 M","4,78 M","4,64 M","6,57 M","547,00 Mil",--
AFLT3,3T2013,"61,06 M","78,19 M","2,19 M","3,22 M","78,19 M","72,79 M","4,90 M","5,02 M","5,00 M","8,37 M","558,00 Mil",--
AFLT3,3T2014,"68,71 M","90,63 M","12,43 M","4,29 M","90,63 M","73,91 M","5,37 M","5,52 M","5,54 M","8,42 M","800,00 Mil",--
AFLT3,3T2015,"72,75 M","86,61 M","3,26 M","4,02 M","86,61 M","79,33 M","1,06 M","1,15 M","1,52 M","3,96 M","1,15 M",--
AFLT3,3T2016,"66,60 M","83,44 M","5,22 M","3,48 M","83,44 M","74,74 M","4,83 M","5,04 M","5,33 M","8,19 M","1,26 M",--
AFLT3,3T2017,"48,26 M","52,50 M","2,33 M","7,43 M","52,50 M","42,74 M","2,78 M","2,94 M","2,61 M","5,50 M","353,00 Mil",--
AFLT3,3T2018,"60,07 M","62,46 M","3,07 M","7,54 M","62,46 M","51,84 M","6,49 M","6,62 M","6,42 M","8,74 M","376,00 Mil",--
AFLT3,3T2019,"74,93 M","227,66 M","3,34 M","7,48 M","227,66 M","216,85 M","8,55 M","8,70 M","8,62 M","10,60 M","684,00 Mil",--
AFLT3,3T2020,"61,94 M","210,50 M","16,62 M","7,16 M","210,50 M","186,71 M","7,20 M","8,10 M","6,99 M","9,64 M","232,00 Mil",--
AFLT3,3T2021,"49,28 M","196,43 M","5,12 M","12,63 M","196,43 M","178,67 M","7,29 M","8,51 M","6,94 M","11,70 M","143,00 Mil",--
AFLT3,3T2022,"79,41 M","314,64 M","23,36 M","19,79 M","314,64 M","271,49 M","10,12 M","11,99 M","10,00 M","18,47 M","856,00 Mil",--
AFLT3,3T2023,"61,64 M","312,77 M","31,14 M","20,03 M","312,77 M","261,60 M","12,05 M","13,54 M","11,59 M","19,26 M","399,00 Mil",--
AFLT3,3T2024,"77,35 M","314,21 M","48,78 M","17,97 M","314,21 M","247,46 M","9,17 M","9,69 M","6,06 M","20,68 M","98,00 Mil",--
AFLT3,3T2025,"120,23 M","376,97 M","41,45 M","80,13 M","376,97 M","255,39 M","22,42 M","23,62 M","14,80 M","26,36 M","-87,00 Mil",--
AFLT3,4T2010,"67,62 M","84,98 M","8,61 M","22,00 Mil","84,98 M","76,34 M","3,70 M","3,84 M","3,98 M","8,69 M","814,00 Mil",--
AFLT3,4T2011,"70,20 M","92,07 M","6,75 M","4,06 M","92,07 M","81,26 M","6,17 M","6,41 M","6,09 M","10,57 M","735,00 Mil",--
AFLT3,4T2012,"76,83 M","93,21 M","9,99 M","3,55 M","93,21 M","79,67 M","3,38 M","3,28 M","3,47 M","8,18 M","629,00 Mil",--
AFLT3,4T2013,"59,64 M","83,40 M","2,82 M","3,08 M","83,40 M","77,50 M","4,64 M","4,85 M","4,72 M","8,53 M","529,00 Mil",--
AFLT3,4T2014,"61,52 M","83,91 M","3,07 M","4,19 M","83,91 M","76,65 M","2,52 M","3,52 M","2,74 M","9,76 M","882,00 Mil",--
AFLT3,4T2015,"74,00 M","89,37 M","7,07 M","3,89 M","89,37 M","78,42 M","1,53 M","1,68 M","2,09 M","8,58 M","1,30 M",--
AFLT3,4T2016,"68,88 M","87,62 M","3,96 M","7,45 M","87,62 M","76,21 M","5,14 M","5,44 M","1,46 M","9,80 M","1,04 M",--
AFLT3,4T2017,"53,09 M","54,79 M","2,46 M","7,40 M","54,79 M","44,94 M","2,42 M","2,35 M","2,19 M","5,88 M","237,00 Mil",--
AFLT3,4T2018,"52,35 M","206,20 M","2,66 M","7,79 M","206,20 M","195,75 M","5,86 M","5,78 M","5,83 M","8,88 M","431,00 Mil",--
AFLT3,4T2019,"75,36 M","225,66 M","4,17 M","7,14 M","225,66 M","214,35 M","4,00 M","3,91 M","4,16 M","10,57 M","676,00 Mil",--
AFLT3,4T2020,"55,10 M","207,78 M","6,96 M","13,36 M","207,78 M","187,46 M","958,00 Mil","3,00 M","747,00 Mil","9,01 M","104,00 Mil",--
AFLT3,4T2021,"60,83 M","275,94 M","10,39 M","18,04 M","275,94 M","247,52 M","83,43 M","83,43 M","80,86 M","90,46 M","443,00 Mil",--
AFLT3,4T2022,"68,63 M","300,72 M","20,56 M","19,42 M","300,72 M","260,73 M","-1,65 M","552,00 Mil","-1,39 M","8,51 M","978,00 Mil",--
AFLT3,4T2023,"55,11 M","289,79 M","16,72 M","18,92 M","289,79 M","254,15 M","-325,00 Mil","19,00 Mil","-277,00 Mil","2,68 M","397,00 Mil",--
AFLT3,4T2024,"70,44 M","342,76 M","17,99 M","71,85 M","342,76 M","252,91 M","13,75 M","15,15 M","11,16 M","33,87 M","365,00 Mil",--
AFLT3,4T2025,"112,58 M","343,72 M","50,68 M","45,70 M","343,72 M","247,34 M","-3,86 M","-2,25 M","127,00 Mil","1,59 M","-18,00 Mil",--
AGRO3,1T2012,"240,43 M","748,48 M","93,87 M","56,90 M","748,48 M","597,71 M","-3,37 M","3,12 M","-4,09 M","22,83 M","-4,38 M",--
AGRO3,1T2013,"259,62 M","730,72 M","106,18 M","55,22 M","730,72 M","569,32 M","-10,98 M","-3,61 M","-4,28 M","17,18 M","3,18 M",--
AGRO3,1T2014,"234,07 M","809,97 M","160,37 M","67,83 M","809,97 M","581,77 M","128,00 Mil","6,88 M","-2,36 M","36,07 M","-6,32 M",--
AGRO3,1T2015,"211,65 M","867,51 M","158,88 M","74,51 M","867,51 M","634,12 M","6,65 M","13,14 M","16,12 M","33,62 M","13,76 M",--
AGRO3,1T2016,"299,28 M","896,65 M","108,16 M","55,14 M","896,65 M","733,36 M","-25,31 M","-17,79 M","-21,44 M","-14,69 M","-6,90 M",--
AGRO3,1T2017,"159,38 M","848,55 M","122,83 M","68,75 M","848,55 M","656,97 M","-411,00 Mil","7,52 M","4,54 M","15,00 M","5,78 M",--
AGRO3,1T2018,"240,18 M","975,08 M","162,46 M","95,64 M","975,08 M","716,98 M","78,31 M","34,18 M","53,98 M","50,40 M","-17,32 M",--
AGRO3,1T2019,"415,85 M","1,31 B","191,70 M","230,94 M","1,31 B","888,38 M","8,38 M","17,89 M","3,95 M","30,88 M","-5,97 M",--
AGRO3,1T2020,"556,47 M","1,93 B","283,63 M","546,54 M","1,93 B","1,10 B","33,23 M","42,69 M","24,62 M","119,90 M","-15,29 M",--
AGRO3,1T2021,"1,22 B","2,86 B","756,59 M","371,87 M","2,86 B","1,73 B","214,27 M","228,67 M","137,57 M","361,39 M","-33,07 M",--
AGRO3,1T2022,"1,79 B","3,49 B","364,40 M","659,45 M","3,49 B","2,47 B","181,75 M","198,21 M","81,78 M","382,44 M","-35,63 M",--
AGRO3,1T2023,"1,36 B","3,33 B","603,98 M","690,86 M","3,33 B","2,04 B","45,43 M","67,46 M","-3,29 M","249,20 M","-30,18 M",--
AGRO3,1T2024,"1,22 B","3,34 B","597,28 M","786,61 M","3,34 B","1,96 B","-11,31 M","18,10 M","-30,15 M","132,97 M","-20,46 M",--
AGRO3,1T2025,"1,25 B","3,97 B","791,09 M","1,01 B","3,97 B","2,17 B","26,32 M","54,76 M","-1,09 M","224,93 M","-17,34 M",--
AGRO3,1T2026,"1,20 B","3,82 B","814,33 M","965,84 M","3,82 B","2,04 B","-10,55 M","26,91 M","-14,30 M","165,00 M","-14,84 M",--
AGRO3,2T2011,"251,01 M","751,27 M","112,25 M","62,10 M","751,27 M","576,92 M","1,85 M","11,50 M","7,65 M","44,00 M","7,01 M",--
AGRO3,2T2012,"219,16 M","735,76 M","111,41 M","65,38 M","735,76 M","558,97 M","-17,49 M","-3,87 M","-19,10 M","60,99 M","-14,12 M",--
AGRO3,2T2013,"271,56 M","770,83 M","114,54 M","69,30 M","770,83 M","586,99 M","19,92 M","39,89 M","19,23 M","116,07 M","-3,87 M",--
AGRO3,2T2014,"238,09 M","828,38 M","179,54 M","64,93 M","828,38 M","583,91 M","-12,22 M","6,32 M","-6,55 M","72,59 M","-4,05 M",--
AGRO3,2T2015,"448,84 M","1,02 B","199,02 M","66,71 M","1,02 B","752,11 M","163,30 M","181,51 M","161,93 M","261,11 M","2,87 M",--
AGRO3,2T2016,"264,88 M","855,00 M","112,03 M","55,48 M","855,00 M","687,49 M","-9,04 M","-4,75 M","-17,00 M","48,80 M","-19,41 M",--
AGRO3,2T2017,"171,10 M","883,29 M","157,16 M","58,67 M","883,29 M","667,47 M","10,51 M","28,93 M","21,13 M","106,52 M","11,24 M",--
AGRO3,2T2018,"372,28 M","1,18 B","203,15 M","220,58 M","1,18 B","755,86 M","41,68 M","61,21 M","40,72 M","159,06 M","1,28 M",--
AGRO3,2T2019,"440,83 M","1,36 B","226,62 M","250,46 M","1,36 B","880,53 M","22,37 M","41,63 M","37,00 M","188,14 M","14,76 M",--
AGRO3,2T2020,"642,46 M","2,04 B","400,09 M","522,71 M","2,04 B","1,12 B","40,76 M","62,59 M","33,95 M","236,80 M","-5,84 M",--
AGRO3,2T2021,"1,76 B","3,43 B","661,29 M","584,42 M","3,43 B","2,18 B","76,10 M","119,99 M","127,88 M","410,33 M","-1,42 M",--
AGRO3,2T2022,"1,59 B","3,35 B","483,99 M","645,22 M","3,35 B","2,22 B","11,45 M","47,95 M","31,11 M","420,06 M","10,47 M",--
AGRO3,2T2023,"1,35 B","3,51 B","631,91 M","679,03 M","3,51 B","2,20 B","225,16 M","274,60 M","242,71 M","544,29 M","7,95 M",--
AGRO3,2T2024,"1,10 B","3,61 B","527,32 M","898,08 M","3,61 B","2,18 B","241,32 M","279,47 M","232,85 M","506,04 M","-36,65 M",--
AGRO3,2T2025,"1,18 B","3,84 B","658,25 M","1,00 B","3,84 B","2,18 B","47,14 M","83,98 M","61,28 M","323,00 M","12,91 M",--
AGRO3,3T2011,"261,36 M","763,29 M","97,81 M","70,35 M","763,29 M","595,13 M","10,58 M","16,72 M","17,66 M","41,80 M","11,19 M",--
AGRO3,3T2012,"209,40 M","729,37 M","97,09 M","75,79 M","729,37 M","556,50 M","3,22 M","11,84 M","-2,68 M","49,40 M","-7,99 M",--
AGRO3,3T2013,"270,94 M","759,22 M","113,78 M","62,15 M","759,22 M","583,29 M","-6,31 M","2,73 M","-3,07 M","40,42 M","2,67 M",--
AGRO3,3T2014,"188,59 M","790,38 M","138,87 M","58,58 M","790,38 M","592,93 M","-2,12 M","7,95 M","1,58 M","56,51 M","5,64 M",--
AGRO3,3T2015,"423,58 M","1,00 B","126,66 M","57,23 M","1,00 B","818,26 M","5,68 M","15,23 M","46,26 M","69,93 M","63,50 M",--
AGRO3,3T2016,"171,10 M","883,29 M","157,16 M","58,67 M","883,29 M","667,47 M","-7,51 M","3,60 M","3,02 M","43,05 M","13,35 M",--
AGRO3,3T2017,"183,44 M","885,41 M","146,37 M","54,97 M","885,41 M","684,07 M","22,50 M","32,13 M","20,13 M","98,94 M","8,85 M",--
AGRO3,3T2018,"396,73 M","1,30 B","179,28 M","223,02 M","1,30 B","900,16 M","131,26 M","143,10 M","136,64 M","248,17 M","18,69 M",--
AGRO3,3T2019,"464,28 M","1,47 B","256,60 M","278,31 M","1,47 B","938,85 M","47,99 M","60,64 M","40,58 M","219,45 M","1,24 M",--
AGRO3,3T2020,"662,29 M","2,14 B","429,86 M","507,28 M","2,14 B","1,20 B","57,09 M","73,30 M","75,65 M","280,83 M","15,47 M",--
AGRO3,3T2021,"1,94 B","3,57 B","712,71 M","531,38 M","3,57 B","2,32 B","123,52 M","132,98 M","107,87 M","515,16 M","13,22 M",--
AGRO3,3T2022,"1,45 B","3,48 B","579,17 M","628,54 M","3,48 B","2,27 B","12,79 M","34,00 M","42,00 M","314,95 M","49,46 M",--
AGRO3,3T2023,"1,27 B","3,46 B","540,91 M","670,81 M","3,46 B","2,25 B","-14,98 M","17,18 M","29,98 M","264,61 M","36,86 M",--
AGRO3,3T2024,"1,16 B","3,86 B","574,58 M","1,01 B","3,86 B","2,27 B","99,98 M","134,68 M","97,46 M","435,84 M","-228,00 Mil",--
AGRO3,3T2025,"1,19 B","3,83 B","710,50 M","1,01 B","3,83 B","2,10 B","-37,36 M","-5,71 M","-64,28 M","286,64 M","-40,07 M",--
AGRO3,4T2011,"224,30 M","735,27 M","69,96 M","70,96 M","735,27 M","594,35 M","-2,93 M","3,70 M","-1,07 M","30,51 M","1,09 M",--
AGRO3,4T2012,"275,51 M","729,16 M","100,54 M","55,54 M","729,16 M","573,08 M",0,0,0,0,0,--
AGRO3,4T2013,"223,38 M","793,94 M","156,94 M","52,69 M","793,94 M","584,32 M","-8,96 M","-2,25 M","-1,38 M","3,13 M","6,13 M",--
AGRO3,4T2014,"189,75 M","807,65 M","146,61 M","61,12 M","807,65 M","599,92 M","-9,90 M","1,47 M","1,18 M","23,32 M","10,37 M",--
AGRO3,4T2015,"325,21 M","913,04 M","81,81 M","56,40 M","913,04 M","774,82 M","-267,00 Mil","7,74 M","167,00 Mil","31,11 M","1,18 M",--
AGRO3,4T2016,"253,23 M","820,75 M","122,87 M","41,45 M","820,75 M","656,43 M","-2,77 M","7,83 M","-1,38 M","19,67 M","3,07 M",--
AGRO3,4T2017,"209,35 M","920,31 M","145,05 M","81,49 M","920,31 M","693,77 M","18,32 M","28,22 M","11,50 M","75,66 M","-1,37 M",--
AGRO3,4T2018,"401,03 M","1,29 B","183,80 M","224,64 M","1,29 B","882,81 M","24,86 M","33,56 M","-513,00 Mil","88,21 M","-14,56 M",--
AGRO3,4T2019,"479,15 M","1,52 B","228,06 M","344,07 M","1,52 B","942,97 M","42,30 M","55,47 M","20,40 M","129,06 M","-10,86 M",--
AGRO3,4T2020,"734,08 M","2,18 B","504,99 M","523,23 M","2,18 B","1,15 B","46,66 M","69,57 M","-23,46 M","168,11 M","-76,97 M",--
AGRO3,4T2021,"1,78 B","3,63 B","586,22 M","591,47 M","3,63 B","2,45 B","373,45 M","396,79 M","299,34 M","600,95 M","-40,93 M",--
AGRO3,4T2022,"1,28 B","3,37 B","640,07 M","677,71 M","3,37 B","2,05 B","-7,55 M","17,69 M","-12,88 M","171,54 M","-21,34 M",--
AGRO3,4T2023,"1,10 B","3,28 B","486,72 M","819,44 M","3,28 B","1,98 B","-29,23 M","-2,87 M","-5,82 M","155,29 M","25,97 M",--
AGRO3,4T2024,"1,10 B","3,94 B","647,47 M","1,09 B","3,94 B","2,20 B","31,61 M","64,81 M","-19,62 M","188,36 M","-75,73 M",--
AGRO3,4T2025,"1,07 B","3,74 B","668,15 M","989,00 M","3,74 B","2,08 B","-16,09 M","16,72 M","2,51 M","183,65 M","-1,08 M",--
AGXY3,1T2020,"1,31 B","1,57 B","1,17 B","136,84 M","1,57 B","260,02 M","58,02 M","103,69 M","37,45 M","465,23 M","-649,00 Mil",--
AGXY3,1T2021,"4,36 B","5,41 B","4,19 B","230,62 M","5,41 B","990,61 M","174,03 M","277,65 M","-30,32 M","1,20 B","-210,07 M",--
AGXY3,1T2022,"7,40 B","8,98 B","7,04 B","519,94 M","8,98 B","1,42 B","116,72 M","333,19 M","-58,94 M","3,15 B","-150,52 M",--
AGXY3,1T2023,"9,37 B","11,11 B","8,50 B","1,14 B","11,11 B","1,47 B","168,63 M","406,42 M","-36,23 M","2,79 B","-137,51 M",--
AGXY3,1T2024,"5,73 B","7,99 B","5,85 B","1,27 B","7,99 B","861,54 M","-133,78 M","72,61 M","-275,47 M","1,60 B","-166,12 M",--
AGXY3,1T2025,"1,72 B","3,49 B","5,29 B","205,65 M","3,49 B","-2,01 B","-147,24 M","-6,17 M","-199,81 M","341,20 M","-55,22 M",--
AGXY3,2T2020,"916,43 M","1,20 B","840,75 M","106,65 M","1,20 B","256,50 M","-19,55 M","19,12 M","-35,67 M","555,24 M","-34,77 M",--
AGXY3,2T2021,"3,36 B","4,51 B","3,24 B","284,41 M","4,51 B","988,80 M","-179,55 M","-61,12 M","-40,57 M","1,01 B","139,09 M",--
AGXY3,2T2022,"6,28 B","7,84 B","6,09 B","477,86 M","7,84 B","1,27 B","-47,66 M","127,74 M","-149,60 M","1,97 B","-156,98 M",--
AGXY3,2T2023,"6,94 B","8,76 B","6,46 B","1,22 B","8,76 B","1,08 B","-194,48 M","-24,92 M","-388,66 M","1,83 B","-210,00 M",--
AGXY3,2T2024,"4,25 B","6,51 B","4,69 B","1,10 B","6,51 B","724,03 M","-153,99 M","24,15 M","-300,27 M","1,06 B","-146,31 M",--
AGXY3,2T2025,"1,32 B","2,77 B","428,23 M","1,89 B","2,77 B","453,75 M","1,30 B","-15,12 M","2,46 B","228,28 M","1,16 B",--
AGXY3,3T2020,"1,09 B","1,35 B","1,06 B","58,04 M","1,35 B","227,84 M","13,68 M","56,39 M","-9,41 M","464,42 M","-13,14 M",--
AGXY3,3T2021,"4,64 B","5,97 B","3,99 B","608,46 M","5,97 B","1,37 B","107,13 M","254,75 M","72,31 M","1,84 B","-31,39 M",--
AGXY3,3T2022,"7,11 B","8,71 B","6,12 B","1,29 B","8,71 B","1,30 B","175,44 M","447,22 M","24,96 M","3,07 B","-150,56 M",--
AGXY3,3T2023,"6,12 B","7,83 B","5,89 B","888,32 M","7,83 B","1,05 B","147,98 M","351,86 M","-30,95 M","2,37 B","-116,02 M",--
AGXY3,3T2024,"2,06 B","3,99 B","5,17 B","146,44 M","3,99 B","-1,32 B","-1,40 B","-139,58 M","-2,04 B","1,22 B","-433,90 M",--
AGXY3,3T2025,"917,24 M","2,22 B","419,35 M","1,98 B","2,22 B","-185,46 M","-172,32 M","20,24 M","-639,12 M","440,75 M","-469,64 M",--
AGXY3,4T2019,"1,06 B","1,39 B","956,01 M","111,86 M","1,39 B","319,84 M","123,10 M","202,32 M","48,67 M","829,38 M","-43,26 M",--
AGXY3,4T2020,"3,21 B","4,26 B","3,11 B","130,13 M","4,26 B","1,02 B","43,97 M","149,15 M","83,83 M","1,15 B","-80,17 M",--
AGXY3,4T2021,"5,41 B","6,77 B","4,86 B","440,39 M","6,77 B","1,47 B","223,28 M","430,67 M","117,98 M","2,52 B","-83,72 M",--
AGXY3,4T2022,"8,21 B","9,91 B","7,19 B","1,22 B","9,91 B","1,50 B","283,37 M","545,43 M","212,52 M","3,41 B","-113,35 M",--
AGXY3,4T2023,"5,55 B","7,71 B","6,15 B","430,17 M","7,71 B","1,14 B","83,23 M","244,23 M","88,55 M","2,41 B","-230,31 M",--
AGXY3,4T2024,"1,81 B","3,64 B","5,21 B","239,39 M","3,64 B","-1,81 B","-285,36 M","-18,86 M","-403,75 M","741,01 M","-121,03 M",--
AHEB3,1T2011,"31,84 M","275,11 M","55,31 M","150,01 M","275,11 M","69,79 M","-6,82 M","31,32 M","-8,11 M","31,32 M","-1,44 M",--
AHEB3,1T2012,"20,38 M","267,90 M","59,61 M","137,43 M","267,90 M","70,86 M","-10,55 M","39,74 M","-12,73 M","39,74 M","-2,18 M",--
AHEB3,1T2013,"16,80 M","274,49 M","76,51 M","132,29 M","274,49 M","65,69 M","-9,58 M","34,93 M","-10,52 M","34,93 M","-944,00 Mil",--
AHEB3,1T2014,"51,66 M","303,29 M","96,01 M","135,45 M","303,29 M","71,82 M","-10,39 M","27,05 M","-11,49 M","27,05 M","-1,09 M",--
AHEB3,1T2015,"102,31 M","486,90 M","102,13 M","300,45 M","486,90 M","84,32 M","-4,54 M","14,16 M","-5,45 M","37,55 M","-912,00 Mil",--
AHEB3,1T2016,"40,35 M","282,22 M","58,56 M","122,07 M","282,22 M","101,59 M","-14,24 M","15,70 M","-14,63 M","35,52 M","-391,00 Mil",--
AHEB3,1T2017,"27,68 M","264,02 M","56,39 M","168,80 M","264,02 M","38,83 M","-13,84 M","7,55 M","-15,26 M","17,93 M","-1,42 M",--
AHEB3,1T2018,"40,68 M","277,92 M","47,05 M","159,04 M","277,92 M","71,83 M","-18,46 M","1,15 M","-18,86 M","16,64 M","-395,00 Mil",--
AHEB3,1T2019,"18,57 M","245,57 M","45,17 M","183,05 M","245,57 M","17,34 M","-22,07 M","126,00 Mil","-22,78 M","19,71 M","-716,00 Mil",--
AHEB3,1T2020,"48,82 M","268,00 M","66,54 M","179,78 M","268,00 M","21,68 M","-5,46 M","15,73 M","-5,61 M","54,68 M","-150,00 Mil",--
AHEB3,1T2021,"61,88 M","281,48 M","118,35 M","188,18 M","281,48 M","-25,05 M","-25,41 M","-6,16 M","-28,74 M","25,03 M","-3,33 M",--
AHEB3,1T2022,"84,57 M","299,85 M","75,55 M","283,18 M","299,85 M","-58,87 M","11,44 M","24,03 M","11,77 M","50,45 M","327,00 Mil",--
AHEB3,1T2023,"148,24 M","361,86 M","110,95 M","243,66 M","361,86 M","7,24 M","30,30 M","51,58 M","12,86 M","161,23 M","-3,06 M",--
AHEB3,1T2024,"305,79 M","513,38 M","138,86 M","260,75 M","513,38 M","113,78 M","45,97 M","65,21 M","33,16 M","188,57 M","-1,78 M",--
AHEB3,1T2025,"252,04 M","552,93 M","76,37 M","233,89 M","552,93 M","242,67 M","-12,57 M","4,99 M","-1,92 M","154,09 M","10,65 M",--
AHEB3,2T2011,"37,31 M","288,83 M","60,78 M","147,24 M","288,83 M","80,81 M","-175,00 Mil","43,81 M","-668,00 Mil","43,81 M","-493,00 Mil",--
AHEB3,2T2012,"18,51 M","272,51 M","75,35 M","136,69 M","272,51 M","60,47 M","3,25 M","49,11 M","2,20 M","49,11 M","-1,06 M",--
AHEB3,2T2013,"14,85 M","272,05 M","72,55 M","137,26 M","272,05 M","62,25 M","-4,06 M","38,04 M","-4,72 M","38,04 M","-654,00 Mil",--
AHEB3,2T2014,"39,96 M","290,75 M","86,52 M","135,16 M","290,75 M","69,07 M","-2,79 M","35,37 M","-3,68 M","35,37 M","-894,00 Mil",--
AHEB3,2T2015,"96,61 M","472,86 M","102,86 M","246,75 M","472,86 M","123,25 M","-6,34 M","10,43 M","-1,05 M","32,83 M","5,29 M",--
AHEB3,2T2016,"31,63 M","272,39 M","45,42 M","107,32 M","272,39 M","119,64 M","-6,25 M","14,95 M","-7,83 M","32,43 M","-1,58 M",--
AHEB3,2T2017,"24,49 M","259,05 M","49,28 M","169,71 M","259,05 M","40,07 M","-10,40 M","7,41 M","-11,54 M","19,95 M","-1,14 M",--
AHEB3,2T2018,"24,90 M","260,30 M","46,46 M","156,49 M","260,30 M","57,35 M","-13,80 M","6,35 M","-14,56 M","18,23 M","-758,00 Mil",--
AHEB3,2T2019,"21,82 M","247,07 M","44,78 M","186,03 M","247,07 M","16,27 M","-652,00 Mil","20,84 M","-1,15 M","44,92 M","-502,00 Mil",--
AHEB3,2T2020,"27,68 M","245,93 M","58,38 M","178,39 M","245,93 M","9,16 M","-12,20 M","-666,00 Mil","-12,61 M","24,54 M","-409,00 Mil",--
AHEB3,2T2021,"57,48 M","279,24 M","129,30 M","192,70 M","279,24 M","-42,76 M","-11,42 M","7,64 M","-17,78 M","38,99 M","-6,37 M",--
AHEB3,2T2022,"93,95 M","310,83 M","83,26 M","294,21 M","310,83 M","-66,64 M","-3,29 M","18,68 M","-7,84 M","58,94 M","-3,50 M",--
AHEB3,2T2023,"155,38 M","367,48 M","106,32 M","252,58 M","367,48 M","8,58 M","-3,38 M","17,90 M","1,26 M","116,13 M","-99,00 Mil",--
AHEB3,2T2024,"304,02 M","509,84 M","119,15 M","256,41 M","509,84 M","134,28 M","12,88 M","16,07 M","20,17 M","125,49 M","-3,46 M",--
AHEB3,2T2025,"236,01 M","543,48 M","58,60 M","233,33 M","543,48 M","251,56 M","10,40 M","27,68 M","8,82 M","109,38 M","1,41 M",--
AHEB3,3T2011,"38,27 M","282,50 M","73,89 M","134,03 M","282,50 M","74,59 M","-9,58 M","46,27 M","-6,22 M","52,25 M","3,36 M",--
AHEB3,3T2012,"28,21 M","283,86 M","88,22 M","139,14 M","283,86 M","56,50 M","-6,95 M","35,58 M","-7,94 M","35,58 M","-985,00 Mil",--
